iter	Logloss
764	0.2656129639
765	0.2653156693
766	0.2651458391
767	0.2648280921
768	0.26448454097769	0.26433242857770	0.26429825917771	0.26394641267772	0.26361604487773	0.263316709
774	0.2632988964
775	0.2632267035
776	0.2629145784
777	0.2626418449
778	0.2623990301
779	0.2623113609
780	0.262144035
781	0.2620031387
782	0.2617267153
783	0.2616487126
784	0.2613077936
785	0.2609818575
786	0.260768944
787	0.2604570987
788	0.2601310614
789	0.2599324739
790	0.2597361992
791	0.2597049405
792	0.259576895
793	0.2593858027
794	0.2591489513
795	0.2590887533
796	0.2590614086
797	0.2587244171
798	0.2586838079
799	0.2583841335
800	0.2581493843
801	0.2579331579
802	0.2578032626
803	0.2577385416
804	0.2574726893
805	0.2572488142
806	0.2572320537
807	0.2569774955
808	0.2567292324
809	0.2565319305
810	0.25618186828811	0.25597861758812	0.25589487781813	0.25575526981814	0.25574050814815	0.25545625815816	0.25532808816817	0.25517182817818	0.25507609818819	0.25478697819820	0.254560858821	0.25416861938822	0.25386973228823	0.25350731668824	0.25322245088825	0.25300554588826	0.25287351818827	0.25271724038828	0.25255758358829	0.25225464998830	0.25179224528831	0.25162648168832	0.25132890418833	0.25131495598834	0.25101183883835	0.25068550183836	0.25067058283837	0.25054180837838	0.25028611838839	0.25013741839840	0.24987297840841	0.2496710841	842	0.2496396842	843	0.2496255843	844	0.2493985844	845	0.249194845	0846	0.24905846	0.847	0.24869847	0.848	0.24859848	0.849	0.24831849	0.850	0.24814850	0.851	0.24777851	0.852	0.24752852	0853	0.247375853	0854	0.247140854	0855	0.246893855	856	0.2465478856	857	0.2465360857	858	0.2462099858	859	0.2460626859	860	0.2459566860	861	0.2457033861	862	0.2456926862	863	0.2455432863	864	0.2454592864	865	0.2453119865	866	0.2451293866	867	0.2449375867	868	0.244763486869	0.24450518186870	0.24431428787871	0.24430090187872	0.24408229787873	0.24391281887874	0.24376645087875	0.24350202687876	0.24340709487877	0.24307983487878	0.24302395087879	0.24286401187880	0.24268561880881	0.2424594288882	0.2422041148883	0.24213050858884	0.24181816218885	0.24172206038886	0.24147222868887	0.24128485678888	0.241057586
889	0.2408563012
890	0.2406258285
891	0.2404567827
892	0.24026406389893	0.24012768389894	0.23990238289895	0.23965734289896	0.23937178189897	0.23932566489898	0.23910038289899	0.23879369989900	0.23877716090901	0.23841279190902	0.23813350490903	0.23798933890904	0.23779780090905	0.23757195590906	0.23727063290907	0.23712262290908	0.23693540190909	0.23680938990910	0.23674318191911	0.23663779991912	0.23644149691913	0.2361431913	914	0.2360744914	915	0.2358582915	916	0.2356523916	917	0.2354693917	918	0.2354046918	919	0.2351466919	920	0.2348134920921	0.23449898921922	0.23435189922923	0.23404108923924	0.23390202924925	0.23368402925926	0.23342373926927	0.2331690927	928	0.2329095928	929	0.2327521929	930	0.2325095930	931	0.2322241931	932	0.2321092932	933	0.2320340933	934	0.2318803934	935	0.2315580935	936	0.2314459936	937	0.2311458937	938	0.2310067938	939	0.2306781939	940	0.2304240940	941	0.2303421941	942	0.2302196942	943	0.2300361943	944	0.2297855944	945	0.2297662945	946	0.229356946	0947	0.229119947	948	0.2288177948	949	0.2286340949	950	0.2286206950951	0.22828475951952	0.22792669952953	0.22764971953954	0.2275547954	955	0.2274458955	956	0.2273043956	957	0.2270790957	958	0.2269053958	959	0.2266847959	960	0.2264623960	961	0.2264334961	962	0.2262229962	963	0.2259175963	964	0.2256322964	965	0.2253398965	966	0.2251420966	967	0.2251335967	968	0.2249833968	969	0.224727969	0970	0.224493970	0971	0.224168971	0972	0.223822972	0973	0.223565973	0974	0.22338974	0.975	0.22313975	0.976	0.22297976	0.977	0.22293977	0.978	0.22279978	0979	0.222586979	0980	0.222412980	981	0.2221516981982	0.22195385982983	0.2217928983	984	0.221675984	0985	0.221431985	0986	0.221258986	0987	0.220924987	0988	0.220682988	0989	0.22053989	0.990	0.22026990	0.991	0.21999991	0992	0.219726992	0993	0.219441993	0994	0.219110994	0995	0.219001995	0996	0.218807996	0997	0.218590997	0998	0.218395998	999	0.218236999	0.2174884999
